Strike,Moneyness,Bid,Mid,Ask,Last,Change,%Chg,Volume,"Open Int","OI Chg",Delta,IV,Type,Time
"4,100.00",-20.96%,11.60,12.05,12.50,13.38,-13.52,-50.26%,4,13,+13,-0.03925,71.31%,Put,"11:24 ET"
"4,200.00",-19.03%,14.30,14.80,15.30,18.00,-16.80,-48.28%,88,504,-3,-0.04888,68.07%,Put,"12:29 ET"
"4,300.00",-17.10%,17.70,18.25,18.80,22.20,-15.40,-40.96%,38,617,-25,-0.06104,64.87%,Put,"12:29 ET"
"4,400.00",-15.17%,22.10,22.60,23.10,17.87,-17.50,-49.48%,5,176,-61,-0.07647,61.68%,Put,"10:48 ET"
"4,500.00",-13.25%,27.90,28.45,29.00,27.30,-23.93,-46.71%,10,4,+4,-0.09675,58.69%,Put,"11:11 ET"
"4,600.00",-11.32%,35.40,36.05,36.70,39.50,-37.60,-48.77%,14,206,+184,-0.12277,55.77%,Put,"11:26 ET"
"4,650.00",-10.35%,40.10,40.70,41.30,42.40,-28.32,-40.05%,12,11,+11,-0.13845,54.34%,Put,"12:07 ET"
"4,700.00",-9.39%,45.40,46.05,46.70,44.70,-35.99,-44.60%,3,596,+91,-0.15623,52.94%,Put,"11:11 ET"
"4,750.00",-8.43%,51.60,52.25,52.90,43.93,-73.91,-62.72%,2,1,+1,-0.17642,51.59%,Put,"09:44 ET"
"4,775.00",-7.94%,55.00,55.75,56.50,39.68,+39.68,unch,2,0,unch,-0.18756,50.94%,Put,"10:00 ET"
"4,800.00",-7.46%,58.40,59.15,59.90,69.40,-51.20,-42.45%,5,140,+2,-0.19885,50.18%,Put,"12:27 ET"
"4,810.00",-7.27%,60.10,60.90,61.70,0.00,unch,unch,0,0,unch,-0.20403,49.99%,Put,N/A
"4,820.00",-7.08%,61.30,62.35,63.40,0.00,unch,unch,0,0,unch,-0.20882,49.67%,Put,N/A
"4,825.00",-6.98%,62.30,63.25,64.20,45.91,+45.91,unch,4,0,unch,-0.21149,49.57%,Put,"10:01 ET"
"4,830.00",-6.88%,63.00,64.00,65.00,78.46,+65.90,unch,3,0,unch,-0.21396,49.42%,Put,"12:26 ET"
"4,840.00",-6.69%,64.50,65.65,66.80,54.21,+54.21,unch,3,0,unch,-0.21914,49.15%,Put,"10:52 ET"
"4,850.00",-6.50%,66.40,67.40,68.40,56.40,-105.80,-65.23%,1,2,+2,-0.22452,48.90%,Put,"09:30 ET"
"4,860.00",-6.31%,68.10,69.15,70.20,189.79,unch,unch,0,1,+1,-0.22996,48.63%,Put,04/07/25
"4,870.00",-6.11%,69.90,70.90,71.90,49.46,-62.70,-55.90%,2,1,+1,-0.23545,48.35%,Put,"10:05 ET"
"4,875.00",-6.02%,70.80,71.85,72.90,73.67,-87.77,-54.37%,92,0,unch,-0.23832,48.23%,Put,"12:11 ET"
"4,880.00",-5.92%,71.70,72.80,73.90,0.00,unch,unch,0,0,unch,-0.24120,48.10%,Put,N/A
"4,890.00",-5.73%,73.60,74.70,75.80,0.00,unch,unch,0,0,unch,-0.24701,47.84%,Put,N/A
"4,900.00",-5.53%,75.50,76.55,77.60,70.75,-57.13,-44.67%,52,82,-1,-0.25283,47.54%,Put,"11:07 ET"
"4,910.00",-5.34%,77.30,78.50,79.70,62.50,+62.50,unch,6,0,unch,-0.25884,47.26%,Put,"10:45 ET"
"4,920.00",-5.15%,79.50,80.60,81.70,0.00,unch,unch,0,0,unch,-0.26509,47.01%,Put,N/A
"4,925.00",-5.05%,80.60,81.70,82.80,95.20,-83.29,-46.66%,6,0,unch,-0.26830,46.90%,Put,"12:28 ET"
"4,930.00",-4.96%,81.70,82.75,83.80,65.00,-71.28,-52.30%,1,1,+1,-0.27146,46.76%,Put,"09:56 ET"
"4,940.00",-4.76%,83.50,84.75,86.00,184.29,unch,unch,0,0,unch,-0.27774,46.45%,Put,04/07/25
"4,950.00",-4.57%,85.90,87.05,88.20,98.06,-50.45,-33.97%,8,29,+15,-0.28443,46.21%,Put,"12:29 ET"
"4,960.00",-4.38%,88.20,89.30,90.40,151.80,unch,unch,0,171,+171,-0.29112,45.94%,Put,04/07/25
"4,965.00",-4.28%,89.40,90.50,91.60,0.00,unch,unch,0,0,unch,-0.29458,45.82%,Put,N/A
"4,970.00",-4.19%,90.50,91.60,92.70,181.35,unch,unch,0,2,+2,-0.29795,45.67%,Put,04/07/25
"4,975.00",-4.09%,91.60,92.75,93.90,95.81,-71.79,-42.83%,1,15,+15,-0.30139,45.52%,Put,"11:50 ET"
"4,980.00",-3.99%,92.80,93.95,95.10,80.22,-91.31,-53.23%,5,7,+7,-0.30491,45.39%,Put,"09:31 ET"
"4,985.00",-3.90%,94.00,95.15,96.30,95.39,-56.66,-37.26%,2,4,+4,-0.30847,45.25%,Put,"12:13 ET"
"4,990.00",-3.80%,95.00,96.25,97.50,82.27,-118.27,-58.98%,5,9,+9,-0.31194,45.08%,Put,"09:31 ET"
"4,995.00",-3.70%,96.50,97.65,98.80,0.00,unch,unch,0,0,unch,-0.31569,44.99%,Put,N/A
"5,000.00",-3.61%,97.40,98.65,99.90,107.34,-60.78,-36.15%,29,268,+83,-0.31912,44.79%,Put,"11:26 ET"
"5,005.00",-3.51%,98.70,100.00,101.30,111.50,-61.08,-35.39%,1,1,+1,-0.32287,44.67%,Put,"12:17 ET"
"5,010.00",-3.41%,100.00,101.30,102.60,77.38,-103.57,-57.24%,9,3,+3,-0.32660,44.54%,Put,"10:41 ET"
"5,015.00",-3.32%,101.60,102.75,103.90,74.79,-98.64,-56.88%,1,2,+2,-0.33047,44.45%,Put,"10:20 ET"
"5,020.00",-3.22%,102.60,103.90,105.20,116.23,-56.68,-32.78%,3,3,+3,-0.33413,44.26%,Put,"12:17 ET"
"5,025.00",-3.12%,103.90,105.20,106.50,0.00,unch,unch,0,0,unch,-0.33793,44.12%,Put,N/A
"5,030.00",-3.03%,105.10,106.50,107.90,101.12,-117.56,-53.76%,5,1,+1,-0.34175,43.97%,Put,"11:42 ET"
"5,035.00",-2.93%,106.90,108.05,109.20,0.00,unch,unch,0,0,unch,-0.34578,43.88%,Put,N/A
"5,040.00",-2.84%,108.10,109.35,110.60,192.04,unch,unch,0,8,+8,-0.34965,43.72%,Put,04/07/25
"5,045.00",-2.74%,109.30,110.65,112.00,0.00,unch,unch,0,0,unch,-0.35356,43.56%,Put,N/A
"5,050.00",-2.64%,110.70,112.05,113.40,106.37,-89.74,-45.76%,7,5,+3,-0.35755,43.42%,Put,"11:42 ET"
"5,055.00",-2.55%,112.50,113.70,114.90,84.64,+84.64,unch,1,0,unch,-0.36173,43.34%,Put,"09:59 ET"
"5,060.00",-2.45%,113.60,114.95,116.30,84.71,-115.67,-57.73%,8,9,+9,-0.36569,43.15%,Put,"10:15 ET"
"5,065.00",-2.35%,115.10,116.45,117.80,0.00,unch,unch,0,0,unch,-0.36986,43.02%,Put,N/A
"5,070.00",-2.26%,116.90,118.10,119.30,133.80,unch,unch,6,0,unch,-0.37413,42.92%,Put,"12:28 ET"
"5,075.00",-2.16%,118.10,119.45,120.80,182.60,unch,unch,0,2,+1,-0.37823,42.74%,Put,04/07/25
"5,080.00",-2.06%,119.90,121.10,122.30,174.95,unch,unch,0,2,+2,-0.38252,42.63%,Put,04/07/25
"5,085.00",-1.97%,121.30,122.70,124.10,124.47,unch,unch,0,0,unch,-0.38681,42.51%,Put,04/07/25
"5,090.00",-1.87%,123.00,124.20,125.40,184.00,unch,unch,0,1,+1,-0.39107,42.36%,Put,04/07/25
"5,095.00",-1.78%,124.20,125.60,127.00,191.64,unch,unch,0,1,+1,-0.39533,42.17%,Put,04/07/25
"5,100.00",-1.68%,125.80,127.15,128.50,112.82,-93.90,-45.42%,1,92,-4,-0.39968,42.02%,Put,"10:55 ET"
"5,105.00",-1.58%,127.80,129.00,130.20,0.00,unch,unch,0,0,unch,-0.40418,41.94%,Put,N/A
"5,110.00",-1.49%,129.00,130.40,131.80,103.03,-108.68,-51.33%,5,5,+5,-0.40854,41.74%,Put,"10:31 ET"
"5,115.00",-1.39%,131.00,132.25,133.50,97.51,+97.51,unch,4,0,unch,-0.41309,41.65%,Put,"10:05 ET"
"5,120.00",-1.29%,132.60,134.00,135.40,226.11,unch,unch,0,1,+1,-0.41763,41.52%,Put,04/07/25
"5,125.00",-1.20%,134.20,135.55,136.90,105.98,-122.34,-53.58%,4,3,unch,-0.42215,41.35%,Put,"10:24 ET"
"5,130.00",-1.10%,136.20,137.40,138.60,107.38,unch,unch,3,0,unch,-0.42678,41.24%,Put,"10:24 ET"
"5,140.00",-0.91%,139.20,140.65,142.10,137.30,+137.30,unch,1,1,unch,-0.43602,40.89%,Put,"11:11 ET"
"5,150.00",-0.72%,143.10,144.50,145.90,165.00,-74.16,-31.01%,28,114,-15,-0.44551,40.68%,Put,"12:27 ET"
"5,160.00",-0.52%,146.70,148.00,149.30,303.69,unch,unch,0,10,+10,-0.45509,40.35%,Put,04/07/25
"5,170.00",-0.33%,150.60,151.80,153.00,267.37,unch,unch,0,11,+10,-0.46484,40.08%,Put,04/07/25
"5,175.00",-0.23%,152.00,153.50,155.00,162.17,-90.71,-35.87%,64,11,+2,-0.46976,39.88%,Put,"11:52 ET"
"5,180.00",-0.14%,154.20,156.00,157.80,272.22,unch,unch,0,70,+11,-0.47471,39.88%,Put,04/07/25
"5,190.00",+0.06%,158.10,159.45,160.80,154.77,+154.77,unch,3,0,unch,-0.48488,39.47%,Put,"11:10 ET"
"5,200.00",+0.25%,161.80,163.30,164.80,174.73,-133.90,-43.39%,57,139,-13,-0.49508,39.14%,Put,"11:26 ET"
"5,210.00",+0.44%,166.30,168.05,169.80,162.82,unch,unch,1,0,unch,-0.50525,39.00%,Put,"11:10 ET"
"5,220.00",+0.63%,170.70,171.90,173.10,174.82,-121.68,-41.04%,62,5,+5,-0.51587,38.62%,Put,"12:00 ET"
"5,225.00",+0.73%,172.30,173.85,175.40,178.20,-137.48,-43.55%,2,22,+20,-0.52120,38.42%,Put,"12:00 ET"
"5,230.00",+0.83%,174.60,176.40,178.20,156.76,-147.78,-48.53%,60,40,+20,-0.52637,38.37%,Put,"10:55 ET"
"5,240.00",+1.02%,178.80,180.30,181.80,180.42,-144.41,-44.46%,29,20,+20,-0.53721,37.98%,Put,"12:11 ET"
"5,250.00",+1.21%,183.80,185.05,186.30,194.72,-144.29,-42.56%,67,179,+20,-0.54798,37.71%,Put,"11:52 ET"
"5,260.00",+1.41%,188.40,189.65,190.90,191.79,+45.99,+31.54%,35,0,unch,-0.55896,37.40%,Put,"12:10 ET"
"5,270.00",+1.60%,193.00,194.60,196.20,197.00,-4.38,-2.17%,64,0,unch,-0.56996,37.16%,Put,"12:10 ET"
"5,275.00",+1.69%,195.40,197.00,198.60,280.40,unch,unch,0,3,+2,-0.57552,37.01%,Put,04/07/25
"5,280.00",+1.79%,197.40,198.95,200.50,199.41,-110.58,-35.67%,30,5,unch,-0.58116,36.84%,Put,"12:12 ET"
"5,290.00",+1.98%,202.40,203.95,205.50,202.74,-2.76,-1.34%,28,3,unch,-0.59273,36.45%,Put,"12:14 ET"
"5,295.00",+2.08%,204.90,206.55,208.20,0.00,unch,unch,0,0,unch,-0.59834,36.32%,Put,N/A
"5,300.00",+2.18%,207.60,209.10,210.60,200.60,-9.44,-4.49%,2,155,unch,-0.60403,36.17%,Put,"11:39 ET"
"5,305.00",+2.27%,210.00,211.50,213.00,257.66,unch,unch,0,1,unch,-0.61008,35.97%,Put,04/04/25
"5,310.00",+2.37%,213.00,214.75,216.50,322.68,unch,unch,0,3,unch,-0.61525,35.99%,Put,04/04/25
"5,315.00",+2.47%,215.70,216.95,218.20,177.78,unch,unch,0,2,unch,-0.62145,35.72%,Put,04/04/25
"5,320.00",+2.56%,218.20,219.80,221.40,180.66,unch,unch,0,2,unch,-0.62702,35.62%,Put,04/04/25
"5,325.00",+2.66%,220.90,222.35,223.80,217.90,unch,unch,1,13,unch,-0.63297,35.43%,Put,"11:11 ET"
"5,330.00",+2.76%,223.80,225.00,226.20,173.26,-140.81,-44.83%,6,18,+18,-0.63887,35.26%,Put,"10:22 ET"
"5,335.00",+2.85%,226.20,228.00,229.80,0.00,unch,unch,0,0,unch,-0.64449,35.17%,Put,N/A
"5,340.00",+2.95%,228.60,230.20,231.80,320.32,unch,unch,0,20,+18,-0.65108,34.86%,Put,04/07/25
"5,345.00",+3.04%,231.00,232.80,234.60,283.04,unch,unch,0,27,unch,-0.65724,34.65%,Put,04/04/25
"5,350.00",+3.14%,233.40,235.50,237.60,272.45,-127.23,-31.83%,13,144,unch,-0.66349,34.46%,Put,"12:24 ET"
"5,355.00",+3.24%,237.00,238.80,240.60,185.59,unch,unch,0,2,unch,-0.66895,34.42%,Put,04/04/25
"5,360.00",+3.33%,240.10,241.75,243.40,293.44,unch,unch,0,8,unch,-0.67487,34.28%,Put,04/04/25
"5,365.00",+3.43%,242.30,244.50,246.70,190.70,unch,unch,0,2,unch,-0.68108,34.07%,Put,04/04/25
"5,370.00",+3.53%,245.60,247.25,248.90,0.00,unch,unch,0,0,unch,-0.68751,33.85%,Put,N/A
"5,375.00",+3.62%,247.80,250.00,252.20,329.90,unch,unch,0,89,unch,-0.69388,33.62%,Put,04/07/25
"5,380.00",+3.72%,251.10,252.85,254.60,234.77,-138.42,-37.09%,3,6,+2,-0.70016,33.41%,Put,"09:39 ET"
"5,385.00",+3.82%,254.40,256.60,258.80,376.71,unch,unch,0,2,+2,-0.70497,33.45%,Put,04/07/25
"5,390.00",+3.91%,253.50,259.80,266.10,227.40,+227.40,unch,5,6,unch,-0.71085,33.32%,Put,"10:48 ET"
"5,395.00",+4.01%,256.90,263.10,269.30,0.00,unch,unch,0,0,unch,-0.71645,33.21%,Put,N/A
"5,400.00",+4.10%,260.70,265.90,271.10,304.90,-147.20,-32.56%,11,75,-1,-0.72308,32.95%,Put,"12:24 ET"
"5,405.00",+4.20%,261.90,268.90,275.90,212.05,unch,unch,0,1,unch,-0.72964,32.73%,Put,04/04/25
"5,410.00",+4.30%,266.10,272.60,279.10,233.40,unch,unch,0,3,unch,-0.73457,32.72%,Put,04/04/25
"5,415.00",+4.39%,269.50,275.80,282.10,0.00,unch,unch,0,0,unch,-0.74080,32.54%,Put,N/A
"5,420.00",+4.49%,272.80,279.10,285.40,100.57,unch,unch,0,54,unch,-0.74689,32.38%,Put,04/03/25
"5,425.00",+4.59%,277.00,282.20,287.40,370.66,unch,unch,0,12,unch,-0.75335,32.15%,Put,04/04/25
"5,430.00",+4.68%,279.70,286.05,292.40,371.90,unch,unch,0,79,unch,-0.75819,32.14%,Put,04/04/25
"5,435.00",+4.78%,282.70,289.05,295.40,0.00,unch,unch,0,0,unch,-0.76508,31.86%,Put,N/A
"5,440.00",+4.88%,286.50,292.70,298.90,312.93,-51.33,-14.09%,1,58,unch,-0.77035,31.77%,Put,"11:30 ET"
"5,445.00",+4.97%,289.30,295.80,302.30,0.00,unch,unch,0,0,unch,-0.77733,31.48%,Put,N/A
"5,450.00",+5.07%,292.80,299.00,305.20,372.61,unch,unch,0,185,unch,-0.78393,31.22%,Put,04/07/25
"5,460.00",+5.26%,299.40,306.35,313.30,619.34,unch,unch,0,14,unch,-0.79474,30.98%,Put,04/07/25
"5,470.00",+5.45%,307.20,313.70,320.20,249.71,unch,unch,0,4,unch,-0.80606,30.69%,Put,04/04/25
"5,475.00",+5.55%,310.90,317.10,323.30,409.45,unch,unch,0,171,unch,-0.81299,30.43%,Put,04/04/25
"5,480.00",+5.65%,313.80,320.65,327.50,368.09,unch,unch,0,4,unch,-0.81978,30.21%,Put,04/04/25
"5,490.00",+5.84%,322.60,328.80,335.00,273.22,-141.90,-34.18%,2,46,unch,-0.82944,30.11%,Put,"10:25 ET"
"5,500.00",+6.03%,330.90,336.20,341.50,280.22,-143.05,-33.80%,2,72,unch,-0.84111,29.68%,Put,"10:25 ET"
"5,510.00",+6.23%,337.20,343.85,350.50,60.82,unch,unch,0,14,unch,-0.85221,29.29%,Put,04/01/25
"5,520.00",+6.42%,345.30,351.90,358.50,448.06,unch,unch,0,35,+10,-0.86228,29.00%,Put,04/07/25
"5,525.00",+6.51%,350.40,355.80,361.20,316.35,-135.64,-30.01%,5,99,+10,-0.86780,28.78%,Put,"10:51 ET"
"5,530.00",+6.61%,353.20,359.90,366.60,184.53,unch,unch,0,71,unch,-0.87409,28.64%,Put,04/03/25
"5,535.00",+6.71%,357.30,364.10,370.90,185.40,unch,unch,0,1,unch,-0.87932,28.53%,Put,04/03/25
"5,540.00",+6.80%,361.50,368.20,374.90,305.19,unch,unch,0,28,unch,-0.88580,28.34%,Put,04/04/25
"5,545.00",+6.90%,365.10,372.55,380.00,158.48,unch,unch,0,1,unch,-0.88962,28.27%,Put,04/03/25
"5,550.00",+7.00%,369.70,376.00,382.30,558.90,unch,unch,0,83,+5,-0.89775,27.69%,Put,04/07/25
"5,555.00",+7.09%,374.10,380.65,387.20,0.00,unch,unch,0,0,unch,-0.90024,27.75%,Put,N/A
"5,560.00",+7.19%,378.10,384.80,391.50,518.95,unch,unch,0,17,+3,-0.90522,27.52%,Put,04/07/25
"5,565.00",+7.29%,383.00,389.40,395.80,65.61,unch,unch,0,2,unch,-0.90802,27.53%,Put,04/02/25
"5,570.00",+7.38%,387.30,393.70,400.10,209.62,unch,unch,0,44,unch,-0.91353,27.35%,Put,04/03/25
"5,575.00",+7.48%,392.60,397.90,403.20,645.69,unch,unch,0,31,-4,-0.91958,27.07%,Put,04/07/25
"5,580.00",+7.57%,395.20,401.90,408.60,495.00,unch,unch,0,13,-2,-0.92734,26.62%,Put,04/07/25
"5,585.00",+7.67%,400.30,406.65,413.00,362.57,unch,unch,20,0,unch,-0.92935,26.68%,Put,"09:55 ET"
"5,590.00",+7.77%,403.40,410.30,417.20,455.47,unch,unch,0,8,unch,-0.94150,25.83%,Put,04/04/25
"5,595.00",+7.86%,408.90,415.20,421.50,0.00,unch,unch,0,0,unch,-0.94259,25.98%,Put,N/A
"5,600.00",+7.96%,412.60,418.90,425.20,374.93,-295.26,-44.06%,20,23,-4,-0.95456,24.93%,Put,"09:55 ET"
"5,605.00",+8.06%,417.30,423.70,430.10,0.00,unch,unch,0,0,unch,-0.95635,24.93%,Put,N/A
"5,610.00",+8.15%,421.00,428.00,435.00,440.94,unch,unch,0,7,unch,-0.96677,24.26%,Put,04/04/25
"5,615.00",+8.25%,426.00,432.45,438.90,202.47,unch,unch,0,2,unch,-0.97436,23.59%,Put,04/03/25
"5,620.00",+8.35%,430.90,437.75,444.60,482.23,unch,unch,0,37,unch,-0.97093,24.30%,Put,04/04/25
"5,625.00",+8.44%,435.70,441.65,447.60,479.74,unch,unch,0,29,unch,-0.92764,29.31%,Put,04/04/25
"5,630.00",+8.54%,440.40,446.70,453.00,435.14,unch,unch,0,19,unch,-0.92525,29.84%,Put,04/04/25
"5,635.00",+8.64%,444.60,451.00,457.40,0.00,unch,unch,0,0,unch,-0.92967,29.64%,Put,N/A
"5,640.00",+8.73%,449.50,455.65,461.80,644.46,unch,unch,0,20,unch,-0.93396,29.42%,Put,04/07/25
"5,645.00",+8.83%,453.60,460.80,468.00,224.89,unch,unch,0,1,unch,-0.92674,30.56%,Put,04/03/25
"5,650.00",+8.92%,460.40,465.30,470.20,654.06,unch,unch,0,287,unch,-0.94681,28.51%,Put,04/07/25
"5,655.00",+9.02%,462.90,469.30,475.70,0.00,unch,unch,0,0,unch,-0.94282,29.20%,Put,N/A
"5,660.00",+9.12%,467.50,474.65,481.80,208.16,unch,unch,0,68,unch,-0.93569,30.35%,Put,04/03/25
"5,665.00",+9.21%,472.20,479.35,486.50,104.54,unch,unch,0,4,unch,-0.93770,30.34%,Put,04/02/25
"5,670.00",+9.31%,477.00,483.35,489.70,230.60,unch,unch,0,109,unch,-0.95288,28.91%,Put,04/03/25
"5,675.00",+9.41%,483.10,488.30,493.50,475.44,+475.44,unch,1,19,unch,-0.96252,27.76%,Put,"11:38 ET"
"5,680.00",+9.50%,486.40,492.85,499.30,478.73,unch,unch,0,16,unch,-0.95614,28.93%,Put,04/04/25
"5,685.00",+9.60%,491.00,497.85,504.70,483.28,unch,unch,0,2,unch,-0.95367,29.58%,Put,04/04/25
"5,690.00",+9.70%,495.70,502.85,510.00,109.96,unch,unch,0,19,unch,-0.95090,30.11%,Put,04/02/25
"5,695.00",+9.79%,500.60,507.00,513.40,0.00,unch,unch,0,0,unch,-0.96756,28.47%,Put,N/A
"5,700.00",+9.89%,506.80,512.25,517.70,604.26,unch,unch,0,21,unch,-0.97449,27.57%,Put,04/04/25
"5,705.00",+9.98%,509.90,516.80,523.70,0.00,unch,unch,0,0,unch,-0.96210,29.30%,Put,N/A
"5,710.00",+10.08%,514.80,521.60,528.40,481.00,+481.00,unch,10,10,unch,-0.96818,29.11%,Put,"09:18 ET"
"5,715.00",+10.18%,519.60,526.40,533.20,0.00,unch,unch,0,1,unch,-0.96971,29.02%,Put,N/A
"5,720.00",+10.27%,524.20,531.40,538.60,237.65,unch,unch,0,47,unch,-0.96348,29.80%,Put,03/31/25
"5,725.00",+10.37%,528.80,536.35,543.90,152.62,unch,unch,0,9,unch,-0.96179,30.40%,Put,04/01/25
"5,730.00",+10.47%,533.40,540.35,547.30,501.50,+501.50,unch,10,12,unch,-0.98187,28.00%,Put,"09:21 ET"
"5,740.00",+10.66%,543.90,551.10,558.30,108.68,unch,unch,0,11,unch,-0.96999,30.21%,Put,03/27/25
"5,750.00",+10.85%,552.20,559.05,565.90,516.43,unch,unch,5,34,unch,0.00000,0.00%,Put,"10:51 ET"
"5,760.00",+11.04%,562.70,569.55,576.40,604.03,unch,unch,0,31,unch,0.00000,0.00%,Put,04/04/25
"5,770.00",+11.24%,572.50,579.35,586.20,658.54,unch,unch,0,8,-1,0.00000,0.00%,Put,04/07/25
"5,775.00",+11.33%,577.90,585.15,592.40,663.44,unch,unch,0,40,unch,-0.97977,30.00%,Put,04/07/25
"5,780.00",+11.43%,582.00,589.65,597.30,323.91,unch,unch,0,4,unch,-0.98412,29.97%,Put,04/03/25
"5,790.00",+11.62%,592.10,598.95,605.80,271.00,unch,unch,0,0,unch,0.00000,0.00%,Put,03/31/25
"5,800.00",+11.82%,602.00,608.80,615.60,542.68,unch,unch,1,88,unch,0.00000,0.00%,Put,"10:36 ET"
"5,810.00",+12.01%,611.70,619.20,626.70,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"5,820.00",+12.20%,621.30,627.95,634.60,817.89,unch,unch,0,5,+3,0.00000,0.00%,Put,04/07/25
"5,825.00",+12.30%,625.80,632.60,639.40,143.34,unch,unch,0,4,unch,0.00000,0.00%,Put,03/26/25
"5,830.00",+12.39%,631.30,638.20,645.10,658.67,unch,unch,0,10,+8,0.00000,0.00%,Put,04/07/25
"5,840.00",+12.59%,641.40,648.85,656.30,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"5,850.00",+12.78%,651.20,658.70,666.20,678.37,unch,unch,0,15,+10,0.00000,0.00%,Put,04/07/25
"5,860.00",+12.97%,661.90,668.45,675.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"5,870.00",+13.17%,671.00,678.50,686.00,0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"5,875.00",+13.26%,676.00,683.50,691.00,139.20,unch,unch,0,4,unch,0.00000,0.00%,Put,03/25/25
"5,880.00",+13.36%,681.00,687.80,694.60,640.58,unch,unch,0,6,unch,0.00000,0.00%,Put,04/04/25
"5,890.00",+13.55%,691.00,697.80,704.60,282.00,unch,unch,0,5,unch,0.00000,0.00%,Put,03/28/25
"5,900.00",+13.74%,701.40,708.60,715.80,660.08,unch,unch,0,7,unch,0.00000,0.00%,Put,04/04/25
"5,950.00",+14.71%,750.60,757.40,764.20,966.60,unch,unch,0,2,-1,0.00000,0.00%,Put,04/07/25
"6,000.00",+15.67%,800.30,807.80,815.30,965.03,unch,unch,0,5,+5,0.00000,0.00%,Put,04/07/25
"6,100.00",+17.60%,899.80,906.75,913.70,"1,064.13",unch,unch,0,7,+5,0.00000,0.00%,Put,04/07/25
"6,200.00",+19.53%,999.80,"1,007.30","1,014.80",0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"6,300.00",+21.46%,"1,099.50","1,107.00","1,114.50",0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"6,400.00",+23.38%,"1,199.40","1,206.85","1,214.30",0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"6,600.00",+27.24%,"1,399.50","1,406.10","1,412.70",0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"6,800.00",+31.09%,"1,599.40","1,605.90","1,612.40",0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"7,000.00",+34.95%,"1,797.00","1,806.05","1,815.10",0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"7,200.00",+38.81%,"1,996.70","2,005.80","2,014.90",0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"7,400.00",+42.66%,"2,195.20","2,203.85","2,212.50",0.00,unch,unch,0,0,unch,0.00000,0.00%,Put,N/A
"Downloaded from Barchart.com as of 04-08-2025 11:49am CDT"
